,circuit,loss,k1,k2,theta1,theta2,Circuit
759,"((0, 0, 1), (1, 0, 0))",0.13860379422162553,0.00020175325060166116,9.657358535960126e-05,9.996537993638514,6.121906437710971,Downstream Activation
760,"((0, 0, 1), (1, 0, 0))",0.06701780341100333,5.612938069070584e-05,0.0001314974304877869,9.104358670917401,8.402734164468438,Downstream Activation
761,"((0, 0, 1), (1, 0, 0))",0.0984828196968735,0.00013932286360477582,5.345258958441195e-05,4.520997655550951,9.326574345183325,Downstream Activation
762,"((0, 0, 1), (1, 0, 0))",0.11749231397541213,0.00017182831791126866,7.281819316375343e-05,9.281704193435313,8.642774613323194,Downstream Activation
763,"((0, 0, 1), (1, 0, 0))",0.09467471936153041,1.941501209549262e-05,0.00019886944895709363,9.8332181537172,9.089676985843736,Downstream Activation
764,"((0, 1, 0), (0, 0, 1))",0.6200870853172773,0.0008007661623671475,0.0005952360371196868,0.6400273164607437,5.712102432791911,Upstream Repression
765,"((0, 0, 1), (1, 0, 0))",0.3878332589120811,6.803030877240303e-05,2.914639214707159e-06,8.866430261034704,8.259798505953185,Downstream Activation
766,"((0, 0, 1), (1, 0, 0))",0.23138038901475466,0.0004088330024921836,3.3480895502138234e-05,6.754228273938931,9.50978643484502,Downstream Activation
767,"((0, 1, 0), (1, 0, 0))",0.11057227434481542,9.025247007832748e-05,0.00018946541376055597,4.357195067035804,1.2644283259970184,Dual Control
768,"((0, 0, 1), (1, 0, 0))",0.5044628818050174,0.00010366939954048135,8.853601166559057e-07,8.166659401495629,7.891290282497961,Downstream Activation
769,"((0, 0, 1), (0, 0, 1))",0.6242613765777264,0.0009486403032913642,0.0002387567015110707,5.617808162100738,7.358152713512212,No Control
770,"((0, 0, 1), (1, 0, 0))",0.0682643618787251,3.927652689930981e-05,0.0002286323322520156,9.43010407108443,9.990095055200738,Downstream Activation
771,"((0, 0, 1), (1, 0, 0))",0.14793898556166463,0.0002191479038980159,0.0001054211181620798,8.511165565841436,6.819434583064313,Downstream Activation
772,"((0, 0, 1), (1, 0, 0))",0.49344681661507955,1.3748953601282334e-07,0.00014325891952831642,9.642309419668235,8.868100882758487,Downstream Activation
773,"((0, 0, 1), (1, 0, 0))",0.09109236922497854,0.00011577369341376245,8.402936866923704e-05,4.212180695568482,8.506226309988671,Downstream Activation
774,"((0, 0, 1), (1, 0, 0))",0.07761267319466181,8.16969189720358e-05,0.00016588208463292725,9.997430731303846,9.159817923840913,Downstream Activation
775,"((0, 1, 0), (0, 0, 1))",0.578858246816767,0.0009090052953904656,0.00025014372240011486,9.38989514167374,4.942978333388526,Upstream Repression
776,"((0, 0, 1), (1, 0, 0))",0.09434222781361871,0.00013172838538448657,5.1031527020663865e-05,9.055716358824588,9.762100997475637,Downstream Activation
